month,ratio_quantity.trimethoprim
1280620800,0.7394620446512878
1283299200,0.7381004241972109
1285891200,0.7352925253803129
1288569600,0.7308093900269249
1291161600,0.7225102127883396
1293840000,0.728402084399306
1296518400,0.7196050851397341
1298937600,0.7132718202380197
1301616000,0.7000912426347274
1304208000,0.694283231077998
1306886400,0.6841186173842492
1309478400,0.6805018233601264
1312156800,0.6792040704226442
1314835200,0.6790434543885795
1317427200,0.6735483441470321
1320105600,0.6720446880166253
1322697600,0.6658326476033738
1325376000,0.6713331957122646
1328054400,0.6661068589231591
1330560000,0.666410483888904
1333238400,0.6617425325784229
1335830400,0.6626376996552253
1338508800,0.6644118578234917
1341100800,0.6639670109405422
1343779200,0.6600786719480335
1346457600,0.6578507598139072
1349049600,0.6581098855944599
1351728000,0.6553095218558417
1354320000,0.6509560413895348
1356998400,0.6547776432550783
1359676800,0.6510784997864872
1362096000,0.6491474494603773
1364774400,0.6476844947704729
1367366400,0.6457827400703504
1370044800,0.6458798296443417
1372636800,0.6459114044409643
1375315200,0.6448627009359271
1377993600,0.6478689294894828
1380585600,0.6498373964491947
1383264000,0.6465777603003277
1385856000,0.6437687870381315
1388534400,0.6500316187717037
1391212800,0.6448919535643478
1393632000,0.6444853684809656
1396310400,0.6487761663989261
1398902400,0.6501508245706937
1401580800,0.6468675539093984
1404172800,0.6452542753924814
1406851200,0.6392278076026245
1409529600,0.6452349019719382
1412121600,0.6434453054071744
1414800000,0.6418109499298081
1417392000,0.6304649948215882
1420070400,0.625649427055991
1422748800,0.6206116379607473
1425168000,0.6232652019895285
1427846400,0.6204808839714291
1430438400,0.6168601979607804
1433116800,0.6131882697299387
1435708800,0.6073738498022343
1438387200,0.599166784685833
1441065600,0.6019122741012701
1443657600,0.5945025379183482
1446336000,0.5900801268213409
1448928000,0.5878756529407774
1451606400,0.5949467425168411
1454284800,0.5896300313328513
1456790400,0.5844375592562182
1459468800,0.5781023279288373
1462060800,0.5720372817061152
1464739200,0.5691293452476501
1467331200,0.563956061732861
1470009600,0.5587892194561338
1472688000,0.5571441857581301
1475280000,0.554163308810149
1477958400,0.5499145700738969
1480550400,0.5418255331174053
1483228800,0.5415893347274866
1485907200,0.5303987091622548
1488326400,0.5183152886968564
1491004800,0.4990464321932564
1493596800,0.47781279681264116
1496275200,0.4516141766821651
1498867200,0.4286922959506313
1501545600,0.4118186632771952
1504224000,0.4034997646857485
1506816000,0.3872220829154129
1509494400,0.3800006501034748
1512086400,0.374301322477906
1514764800,0.36707237861542835
1517443200,0.36198168985838514
1519862400,0.3562937229550194
1522540800,0.34938704028021017
1525132800,0.3417931589984307
1527811200,0.33171427318813324
1530403200,0.3219423896338977
1533081600,0.3121362532841132
1535760000,0.31107467945580897
1538352000,0.30325594349456386
1541030400,0.3028612223065774
1543622400,0.300966089457821
1546300800,0.2994851088736014
1548979200,0.29928285887341005
1551398400,0.2947727951060454
1554076800,0.29229879935933717
1556668800,0.29006982558231115
1559347200,0.2841129806004727
1561939200,0.2779149833630592
1564617600,0.27578425639975596
1567296000,0.2751898651658536
1569888000,0.27360687058071886
1572566400,0.27967006501477204
