practice,list_size
A82070,6158.166666666667
A82071,4292.25
A82072,6795.25
A82074,2278.4
A82075,6505.75
A82077,5245.916666666666
A82608,4210.166666666666
A82613,1012.0
A82617,2464.916666666667
A82620,779.6666666666666
A82621,1622.5
A82623,4927.833333333334
A82629,3393.916666666667
A82631,3216.0
A82646,3519.666666666667
A82647,2630.0833333333335
A82650,2769.6666666666665
A82651,3311.8333333333335
A82654,7607.916666666666
A83001,11233.333333333334
A83003,9222.583333333334
A83004,3825.8333333333335
A83005,11859.166666666668
A83006,8038.916666666666
A83007,9944.833333333334
A83008,5533.0
A83009,8496.583333333334
A83010,14049.916666666666
A83011,31095.5
A83012,16381.250000000002
A83013,11353.0
A83014,7019.166666666667
A83015,10187.666666666666
A83016,11334.083333333334
A83017,7551.666666666667
A83018,18862.5
A83019,5165.25
A83020,13407.916666666668
A83021,14350.833333333334
A83022,24319.25
A83023,11467.25
A83024,5656.916666666667
A83025,13433.666666666666
A83026,10137.25
A83027,6400.75
A83028,9661.666666666668
A83029,4915.333333333333
A83030,12841.75
A83031,10182.75
A83032,2457.916666666667
A83033,8868.75
A83034,10137.333333333332
A83035,7163.583333333334
A83036,11418.166666666668
A83037,13877.166666666668
A83038,5730.0
A83040,12076.916666666668
A83041,7556.166666666667
A83042,4501.4
A83043,2698.1666666666665
A83044,7395.166666666667
A83045,15247.833333333334
A83046,10610.0
A83047,14721.416666666668
A83048,5630.5
A83049,13609.5
A83050,12330.916666666666
A83051,10241.416666666666
A83052,8737.75
A83054,15499.5
A83055,4301.5
A83057,7057.833333333333
A83060,2986.4166666666665
A83061,3428.9166666666665
A83066,10609.25
A83070,5517.583333333334
A83071,5052.5
A83072,4210.083333333333
A83073,5165.5
A83074,11562.583333333332
A83075,4673.25
A83076,2788.0
A83603,2637.1666666666665
A83610,2918.5833333333335
A83616,2529.5833333333335
A83617,2643.9166666666665
A83618,5594.75
A83619,3037.1666666666665
A83622,1640.25
A83626,2019.7500000000002
A83627,5633.416666666667
A83630,2418.9166666666665
A83632,2395.583333333333
A83634,2715.9166666666665
A83635,4102.583333333333
A83636,5927.833333333333
A83637,2072.6666666666665
A83641,4855.833333333334
A83644,3514.583333333333
A84002,5770.166666666667
A84003,13405.833333333334
A84005,11596.916666666666
A84006,18443.833333333336
A84007,10039.25
A84008,4471.500000000001
A84009,23885.583333333336
A84011,7546.0
A84013,6076.916666666667
A84014,11388.083333333334
A84015,2445.416666666667
A84016,6802.833333333333
A84018,7020.416666666666
A84020,8168.583333333333
A84022,11685.749999999998
A84024,9487.750000000002
A84025,4930.833333333333
A84026,9099.166666666666
A84027,3362.416666666667
A84028,18156.833333333336
A84029,2653.75
A84030,9299.5
A84031,9389.666666666666
A84032,2460.5833333333335
A84033,6101.833333333333
A84034,5614.833333333334
A84035,6033.75
A84036,18719.5
A84037,5868.416666666667
A84038,6237.916666666667
A84039,5486.0
A84040,3616.583333333333
A84042,2060.8333333333335
A84043,17224.083333333332
A84044,7062.75
A84045,5393.083333333333
A84047,5424.666666666666
A84604,2147.5
A84609,1570.25
A84614,1983.3333333333333
A84619,3742.166666666667
A85001,7578.833333333333
A85002,4218.25
A85003,6415.916666666666
A85004,10713.416666666668
A85005,15728.5
A85006,9138.333333333334
A85007,8292.833333333334
A85008,16056.75
A85009,6332.416666666666
A85010,11241.333333333334
A85011,8191.166666666667
A85012,3542.3333333333335
A85013,3785.6666666666665
A85014,6926.666666666667
A85016,10845.166666666666
A85017,6291.833333333333
A85018,5222.5
A85019,10533.583333333334
A85020,16001.75
A85021,3415.1666666666665
A85023,5536.166666666667
A85024,2514.9166666666665
A85026,4758.416666666667
A85609,1574.4166666666667
A85611,5203.166666666666
A85614,5240.333333333333
A85616,4707.75
A85617,3316.3333333333335
A85620,3796.25
A86003,36977.0
A86004,16013.833333333334
A86005,6027.416666666666
A86006,5259.583333333334
A86007,2963.75
A86008,12552.083333333334
A86010,9941.166666666666
A86011,11046.583333333334
A86012,9549.25
A86013,7403.75
A86015,8761.583333333334
A86016,9137.75
A86017,10212.583333333332
A86018,12692.166666666666
A86020,5340.75
A86021,9616.666666666666
A86022,8533.083333333334
A86023,8874.166666666666
A86024,7425.083333333333
A86025,13675.083333333334
A86026,6485.249999999999
A86027,14018.166666666666
A86028,3939.583333333333
A86029,19742.583333333332
A86030,11050.416666666668
A86031,9064.416666666668
A86033,5620.666666666667
A86035,2594.0833333333335
A86036,9777.916666666668
A86037,6813.583333333333
A86038,5555.25
A86040,6636.083333333333
A86041,5696.75
A86601,8760.75
A87002,6081.916666666666
A87003,11024.833333333332
A87004,18108.666666666668
A87005,12770.416666666666
A87006,6045.666666666667
A87007,11027.583333333332
A87008,7376.083333333334
A87009,15090.916666666668
A87011,7055.666666666667
A87012,7643.666666666667
A87013,9716.583333333334
A87014,992.1666666666666
A87015,5948.833333333333
A87016,10418.666666666668
A87017,5249.583333333333
A87019,5233.666666666666
A87020,9186.583333333332
A87022,7363.333333333333
A87023,5146.916666666667
A87027,7354.75
A87029,5008.5
A87030,5372.666666666666
A87600,4563.25
A87612,5552.166666666667
A87615,5051.75
A88001,3074.3333333333335
A88002,17515.583333333332
A88003,13143.833333333332
A88004,9270.0
A88005,4676.166666666666
A88006,7978.333333333333
A88007,8406.833333333332
A88008,6449.083333333334
A88009,6539.083333333334
A88010,3160.5
A88012,6356.666666666667
A88013,19654.416666666668
A88014,2782.75
A88015,6618.333333333334
A88016,7941.166666666667
A88022,7997.5
A88023,5173.083333333333
A88025,5139.916666666667
A88601,3154.75
A88603,2736.9166666666665
A88608,5604.75
A88613,3974.083333333333
A89001,13875.166666666666
A89002,4978.916666666667
A89004,11272.0
A89005,5745.833333333333
A89006,7487.75
A89007,10201.583333333332
A89008,4992.916666666667
A89009,8176.0
A89010,12266.416666666668
A89011,4277.416666666666
A89012,10633.083333333334
A89013,5222.916666666667
A89015,9443.083333333334
A89016,8356.083333333334
A89017,13299.583333333334
A89018,4886.416666666667
A89019,9995.583333333332
A89020,9985.583333333334
A89021,8470.083333333332
A89022,5440.25
A89023,7896.083333333334
A89024,5795.75
A89025,12788.916666666668
A89026,6169.083333333334
A89027,6315.083333333333
A89028,7170.083333333333
A89030,6342.583333333333
A89031,5154.916666666667
A89032,10494.666666666668
A89034,4114.083333333333
A89035,7883.416666666667
A89036,2146.333333333333
A89040,4723.75
A89041,6237.833333333333
A89603,1889.75
A89604,4000.833333333333
A89610,247.91666666666669
A89612,2417.6
A89614,4053.3333333333335
A89616,2294.25
A89617,4127.833333333333
A89620,2683.5
A89623,2604.4166666666665
A89624,2089.75
B81002,3401.666666666667
B81003,12300.333333333332
B81004,12638.5
B81005,16785.833333333336
B81006,8455.333333333334
B81007,9767.083333333336
B81008,26487.833333333336
B81009,9370.166666666668
B81010,12623.333333333334
B81011,9256.5
B81012,3716.333333333333
B81013,9122.5
B81014,7106.583333333333
B81015,14289.75
B81016,9524.583333333332
B81017,15216.916666666666
B81018,8798.0
B81020,7388.416666666666
B81021,7529.583333333333
B81022,14122.5
B81023,6193.916666666667
B81024,8556.916666666668
B81025,12247.25
B81026,19266.666666666668
B81027,9715.75
B81029,10621.25
B81030,13036.583333333332
B81031,13070.416666666668
B81032,3633.75
B81034,11113.083333333334
B81035,6421.75
B81036,16289.166666666666
B81037,15130.083333333332
B81038,7357.25
B81039,23110.166666666668
B81040,14510.833333333334
B81041,6127.666666666666
B81042,12531.916666666666
B81043,14882.5
B81045,12625.166666666666
B81046,8911.583333333332
B81047,7135.75
B81048,15018.416666666666
B81049,9645.833333333332
B81050,11914.666666666668
B81051,9997.916666666666
B81052,6421.916666666667
B81053,12190.583333333334
B81054,8822.0
B81055,3917.75
B81056,16883.5
B81058,8120.166666666666
B81060,6396.333333333333
B81061,27115.416666666664
B81062,11740.5
B81063,6368.833333333333
B81064,8943.75
B81065,11585.0
B81066,2495.3333333333335
B81068,16672.083333333336
B81069,10224.0
B81070,5888.416666666666
B81074,4779.25
B81075,2774.1666666666665
B81077,9718.333333333334
B81080,2070.333333333333
B81082,6589.333333333333
B81085,4721.833333333333
B81087,8725.75
B81088,7325.166666666667
B81089,3349.5
B81090,4527.583333333334
B81091,5497.166666666667
B81092,10403.416666666666
B81095,3575.583333333333
B81097,1821.0
B81099,9025.166666666666
B81100,3866.666666666667
B81101,20568.083333333336
B81104,7464.75
B81108,4404.333333333334
B81109,12781.916666666666
B81112,7379.666666666666
B81113,7177.833333333334
B81118,7942.833333333334
B81119,4725.833333333334
B81121,4162.0
B81602,2849.75
B81603,3430.1666666666665
B81606,4348.333333333333
B81616,2662.0
B81617,8895.5
B81619,4437.5
B81620,2807.1666666666665
B81628,2980.666666666667
B81631,4798.666666666667
B81635,3320.3333333333335
B81642,3488.3333333333335
B81645,3761.0
B81647,3076.583333333333
B81648,1417.5
B81653,4311.083333333333
B81655,2672.583333333333
B81656,6341.666666666667
B81658,2596.0833333333335
B81663,2560.5
B81664,1902.0833333333333
B81665,2240.75
B81666,2036.0
B81675,10830.083333333332
B81677,4371.583333333333
B81688,1997.1666666666667
B81693,2445.4
B81697,2755.0833333333335
B82001,10270.5
B82002,7257.833333333333
B82004,10464.75
B82005,57651.41666666667
B82007,9478.333333333334
B82008,8560.25
B82010,7281.416666666667
B82011,5356.5
B82012,13520.916666666666
B82013,20052.333333333336
B82014,6735.0
B82016,7721.5
B82017,14030.25
B82018,5956.916666666666
B82019,3124.3333333333335
B82020,12014.916666666668
B82021,8224.833333333334
B82022,5486.083333333334
B82023,6675.583333333333
B82024,8027.833333333333
B82025,20343.333333333332
B82026,32645.25
B82027,15113.25
B82028,14138.333333333334
B82029,3251.916666666667
B82030,5624.916666666667
B82031,9477.0
B82032,10443.5
B82033,10549.833333333332
B82034,6306.416666666666
B82035,3619.3333333333335
B82036,7392.583333333333
B82037,9091.5
B82038,19048.916666666664
B82041,15926.083333333334
B82042,8402.333333333334
B82044,9158.666666666668
B82045,4223.666666666667
B82046,2801.6666666666665
B82047,22510.083333333332
B82049,7057.916666666667
B82050,19781.666666666664
B82053,12429.916666666666
B82054,13715.916666666666
B82057,5997.25
B82059,10835.916666666666
B82060,11991.5
B82061,7190.25
B82062,2360.3333333333335
B82063,8424.833333333332
B82064,3289.0
B82066,9701.5
B82067,7137.333333333333
B82068,3287.9166666666665
B82069,7502.916666666666
B82071,7370.0
B82072,5665.750000000001
B82073,9802.833333333334
B82074,16984.666666666664
B82075,9754.916666666666
B82077,5942.583333333333
B82078,6037.75
B82079,3351.166666666667
B82080,19235.833333333336
B82081,7094.75
B82083,44147.5
B82086,2373.666666666667
B82088,10412.166666666666
B82091,6923.75
B82092,5251.5
B82097,10717.916666666666
B82098,20051.083333333332
B82100,8089.416666666667
B82101,5149.916666666666
B82103,2185.8333333333335
B82104,7561.166666666666
B82105,8625.25
B82106,3344.0
B82609,3927.583333333333
B82611,7842.666666666667
B82619,1209.25
B82622,1593.25
B82628,4010.0
B83002,4695.416666666666
B83005,6801.916666666666
B83006,11542.25
B83007,5622.666666666666
B83008,11751.083333333334
B83009,10508.166666666668
B83010,10419.083333333332
B83011,8750.583333333332
B83012,9954.25
B83013,11423.0
B83014,12933.416666666666
B83015,8706.166666666666
B83016,6949.25
B83017,8031.166666666667
B83018,11765.083333333332
B83019,6730.0
B83020,8012.0
B83021,12891.333333333334
B83022,9167.0
B83023,9930.166666666666
B83025,4297.916666666666
B83026,5355.75
B83027,9390.166666666666
B83028,11183.666666666666
B83029,10026.666666666666
B83030,8720.75
B83031,3694.1666666666665
B83032,3716.3333333333335
B83033,13390.166666666666
B83034,6553.916666666667
B83035,10040.5
B83037,10145.833333333332
B83038,12745.916666666666
B83039,12669.916666666668
B83040,11222.75
B83041,14619.5
B83042,7526.833333333333
B83043,4676.0
B83044,484.14285714285717
B83045,11499.166666666668
B83049,4461.333333333333
B83050,7732.25
B83051,9448.333333333334
B83052,13362.666666666668
B83054,5256.75
B83055,23081.58333333333
B83056,7611.083333333333
B83058,6966.166666666666
B83061,3476.25
B83062,8862.666666666668
B83063,8277.583333333332
B83064,10088.0
B83067,7425.666666666666
B83069,1586.0
B83070,4627.0
B83602,6538.416666666667
B83604,3118.416666666666
B83611,2244.5833333333335
B83613,3480.0
B83614,8505.833333333334
B83617,2289.5833333333335
B83620,2953.8333333333335
B83621,3992.5
B83622,5129.75
B83624,17997.5
B83626,6526.0
B83627,3751.4166666666665
B83628,7914.083333333333
B83629,2965.666666666667
B83631,7.428571428571427
B83638,5280.916666666666
B83641,7650.583333333334
B83642,2782.166666666667
B83653,9011.0
B83657,4620.833333333333
B83659,3122.8333333333335
B83660,5559.416666666667
B83661,2900.333333333333
B84001,8741.666666666666
B84002,6455.5
B84003,8543.916666666668
B84004,18881.083333333336
B84005,10050.5
B84006,13507.5
B84007,10425.833333333332
B84008,14937.083333333332
B84009,11244.166666666668
B84010,10160.583333333334
B84011,11754.5
B84012,8682.916666666668
B84013,8470.75
B84014,4719.916666666667
B84016,8854.999999999998
B84017,1014.9166666666667
B84019,10169.25
B84021,7960.416666666667
B84610,4167.75
B84612,7565.25
B84613,8662.25
B84615,3012.3333333333335
B84618,9113.583333333334
B84623,4375.0
B85001,7612.666666666667
B85002,3902.1666666666665
B85004,5518.083333333333
B85005,6490.583333333333
B85006,14702.416666666668
B85008,5022.75
B85009,8663.833333333334
B85010,6953.416666666667
B85012,10966.25
B85014,9647.333333333334
B85015,8972.416666666666
B85016,9854.333333333334
B85018,9158.25
B85019,17305.0
B85020,6649.0
B85021,9728.75
B85022,7701.166666666667
B85023,6520.416666666667
B85024,9630.0
B85025,11803.583333333334
B85026,8117.916666666667
B85027,10797.416666666668
B85028,15887.916666666666
B85030,8276.75
B85031,7141.75
B85032,6330.416666666666
B85033,4842.0
B85036,7398.25
B85037,6219.583333333333
B85038,5777.833333333333
B85041,14879.5
B85042,8740.75
B85044,2475.583333333333
B85048,3763.1666666666665
B85051,8292.666666666666
B85054,10327.5
B85055,9985.25
B85058,2557.3333333333335
B85059,5318.083333333333
B85060,2666.833333333333
B85061,9426.666666666668
B85062,14577.0
B85606,4867.916666666666
B85610,9615.916666666668
B85611,3654.3333333333335
B85612,3465.916666666667
B85614,5119.25
B85619,2739.4166666666665
B85620,2037.9166666666665
B85622,3809.75
B85623,2960.666666666667
B85634,3523.8333333333335
B85636,3737.416666666667
B85638,3923.9166666666665
B85640,3400.583333333333
B85641,4736.000000000001
B85645,2880.0833333333335
B85646,6565.833333333333
B85650,4083.75
B85652,7653.833333333333
B85655,2479.9166666666665
B85659,1458.0
B85660,5634.583333333334
B86001,2531.25
B86002,11494.666666666668
B86003,15065.083333333334
B86004,7918.916666666667
B86005,5286.333333333334
B86006,14069.666666666668
B86007,8741.416666666666
B86008,14944.916666666668
B86009,7794.916666666667
B86010,9435.833333333334
B86011,6953.833333333334
B86012,16961.583333333332
B86013,20278.083333333332
B86014,13466.583333333334
B86015,14681.083333333334
B86016,17230.666666666668
B86017,11073.833333333332
B86018,7316.333333333334
B86019,9211.0
B86020,10830.333333333332
B86022,13408.75
B86023,3732.0833333333335
B86024,8993.5
B86025,10064.25
B86028,3804.583333333333
B86029,5778.833333333334
B86030,11143.416666666666
B86031,4194.0
B86032,18952.25
B86033,11515.416666666666
B86034,6872.916666666667
B86035,7656.666666666666
B86036,11314.083333333334
B86037,606.3000000000001
B86038,11753.0
B86039,5970.416666666666
B86041,6675.583333333333
B86042,14889.25
B86043,7898.166666666666
B86044,25391.083333333332
B86047,8038.250000000001
B86048,13684.75
B86049,8256.833333333334
B86050,19081.916666666668
B86051,6450.583333333333
B86052,10842.916666666668
B86054,6208.416666666668
B86055,6912.5
B86056,5013.583333333333
B86057,16359.25
B86058,4199.833333333333
B86059,13896.166666666666
B86060,9234.666666666668
B86061,4132.0
B86062,8874.5
B86064,16508.833333333332
B86066,13757.0
B86067,16589.916666666664
B86068,8101.916666666666
B86069,12830.750000000002
B86070,4132.25
B86071,8678.333333333334
B86074,5525.666666666667
B86075,12867.166666666666
B86077,5968.583333333333
B86081,14298.750000000002
B86086,7532.75
B86089,5711.583333333334
B86092,5937.916666666667
B86093,5604.5
B86094,4770.666666666667
B86095,3118.8333333333335
B86096,5693.916666666667
B86100,6670.000000000001
B86101,3341.25
B86103,2725.833333333333
B86104,5295.833333333334
B86106,6671.583333333333
B86108,5258.25
B86109,7559.333333333333
B86110,43886.5
B86623,4365.25
B86625,3655.9166666666665
B86633,2241.166666666667
B86638,12.0
B86642,1929.0000000000002
B86643,3457.8333333333335
B86648,2212.4166666666665
B86651,32.5
B86654,4902.0
B86655,1813.5
B86658,4540.999999999999
B86666,4464.833333333333
B86667,6706.166666666667
B86669,1605.0833333333333
B86670,53.111111111111114
B86672,5786.666666666667
B86673,3497.5
B86674,11.0
B86675,4178.833333333333
B86678,2999.666666666667
B86682,5363.333333333333
B87001,8264.166666666668
B87002,11477.583333333334
B87003,9655.416666666668
B87004,10030.583333333334
B87005,11311.083333333334
B87006,10094.5
B87007,12259.0
B87008,14114.25
B87009,6324.083333333333
B87011,13208.416666666666
B87012,9080.75
B87013,13223.75
B87015,8874.333333333334
B87016,22445.666666666668
B87017,23265.333333333336
B87018,10477.250000000002
B87019,7569.416666666667
B87020,13126.25
B87021,12174.333333333334
B87022,7561.083333333333
B87023,11356.0
B87025,5938.916666666666
B87026,14895.75
B87027,12982.833333333334
B87028,10405.416666666666
B87030,17273.75
B87031,12913.5
B87032,7262.916666666667
B87033,3820.0
B87036,4202.0
B87039,14682.0
B87040,7974.416666666667
B87041,2683.666666666667
B87042,5177.666666666667
B87044,2804.4166666666665
B87600,2453.4166666666665
B87602,2385.333333333333
B87604,2547.9166666666665
C81001,10434.916666666666
C81002,12488.0
C81003,10680.5
C81004,10756.833333333334
C81005,16749.416666666668
C81006,12884.166666666666
C81007,9537.0
C81008,9953.583333333334
C81009,14480.5
C81010,12984.666666666666
C81012,15285.166666666668
C81013,4631.25
C81014,10891.333333333334
C81015,11353.916666666666
C81016,5909.083333333333
C81017,8636.250000000002
C81018,8597.083333333334
C81019,8396.25
C81020,10644.75
C81021,15203.5
C81022,3567.75
C81023,9089.666666666666
C81025,10120.666666666666
C81026,6956.666666666666
C81027,7399.583333333333
C81028,7707.583333333333
C81029,16533.583333333332
C81030,8010.5
C81031,8656.083333333332
C81032,13938.083333333334
C81033,16049.75
C81034,9646.5
C81035,11355.666666666666
C81036,4966.166666666667
C81037,8367.666666666666
C81038,12663.416666666666
C81039,3437.8333333333335
C81040,6382.583333333333
C81041,11055.25
C81042,11340.833333333332
C81044,7958.25
C81045,14022.5
C81046,4792.25
C81047,10760.583333333334
C81048,11127.25
C81049,9609.5
C81050,9670.999999999998
C81051,25595.333333333332
C81052,7425.333333333333
C81053,9916.75
C81054,19935.333333333336
C81055,3695.333333333333
C81056,6140.0
C81057,8861.0
C81058,8338.583333333332
C81059,5303.833333333333
C81060,9379.583333333332
C81061,15322.583333333334
C81062,8810.333333333334
C81063,8859.833333333334
C81064,12238.083333333334
C81065,7610.333333333333
C81066,10802.75
C81067,9144.666666666666
C81068,13137.583333333332
C81069,13685.416666666666
C81070,4587.0
C81071,15256.833333333334
C81072,25494.166666666668
C81073,10984.416666666668
C81074,8379.666666666666
C81075,5920.833333333334
C81076,3316.0000000000005
C81077,3493.0833333333335
C81080,8441.75
C81081,13455.166666666666
C81082,3038.0833333333335
C81083,10425.583333333334
C81084,17623.916666666668
C81086,8046.583333333333
C81087,11639.666666666668
C81089,4981.833333333333
C81090,3639.5
C81091,9187.666666666668
C81092,5915.25
C81094,7361.0
C81095,4600.583333333333
C81096,5429.583333333334
C81097,6546.083333333333
C81099,7832.750000000001
C81101,8145.25
C81104,1996.1666666666667
C81106,6500.166666666667
C81108,14988.833333333334
C81110,10527.25
C81113,6509.75
C81114,11377.333333333334
C81115,5007.583333333333
C81118,7374.25
C81604,3768.583333333333
C81611,2225.5
C81615,2177.0
C81616,4912.583333333334
C81634,3784.9166666666665
C81638,3400.166666666667
C81640,3688.3333333333335
C81642,5074.583333333334
C81647,4509.75
C81648,4344.083333333333
C81649,7122.25
C81652,4341.333333333333
C81653,4162.083333333334
C81654,4554.0
C81655,3548.5
C81658,5581.333333333333
C81660,3210.2500000000005
C81661,2542.5833333333335
C81662,7234.583333333334
C82001,9603.083333333334
C82002,10726.583333333332
C82003,11596.749999999998
C82005,9363.083333333334
C82007,9694.583333333334
C82008,8964.333333333334
C82009,24767.333333333332
C82010,16021.0
C82011,11080.333333333334
C82012,10488.5
C82013,10981.833333333332
C82014,14751.166666666666
C82016,6679.666666666666
C82017,13007.166666666666
C82018,15983.75
C82019,4814.833333333333
C82020,20418.25
C82021,8724.833333333332
C82022,7004.916666666667
C82024,20589.083333333332
C82025,10886.583333333334
C82026,8677.833333333332
C82027,7423.083333333333
C82028,7026.333333333334
C82029,12280.166666666668
C82030,6916.416666666667
C82031,12383.416666666666
C82032,7205.333333333333
C82033,10082.0
C82034,8808.333333333332
C82035,7569.833333333333
C82036,16236.833333333332
C82037,10443.416666666666
C82038,35611.5
C82039,10273.416666666666
C82040,8491.333333333332
C82041,12112.166666666666
C82042,12032.666666666666
C82043,12595.083333333334
C82044,6603.0
C82045,6161.583333333333
C82046,17814.583333333332
C82047,10380.75
C82048,4269.583333333333
C82050,14596.5
C82051,11218.833333333334
C82052,4039.0
C82053,10824.666666666666
C82054,10875.0
C82055,14487.083333333334
C82056,14038.0
C82059,1379.0
C82060,4174.0
C82061,12546.416666666666
C82062,8301.083333333334
C82063,12056.583333333334
C82064,11589.166666666668
C82066,14675.333333333332
C82067,9185.416666666666
C82068,11800.416666666666
C82070,9624.0
C82071,12108.25
C82072,7715.166666666667
C82073,14981.833333333334
C82075,10318.166666666666
C82076,5877.583333333333
C82077,11210.0
C82078,11333.333333333334
C82079,8520.916666666666
C82080,4764.166666666666
C82082,5508.0
C82084,3108.8333333333335
C82086,8856.0
C82088,8883.916666666666
C82091,7611.5
C82092,3306.5833333333335
C82093,11394.75
C82094,6824.666666666667
C82095,9516.5
C82096,7750.916666666667
C82097,1468.75
C82098,7469.166666666667
C82099,4214.166666666667
C82100,5993.833333333334
C82102,3977.583333333333
C82103,7643.5
C82105,2979.333333333333
C82107,7133.0
C82109,3560.666666666667
C82111,17217.0
C82112,4347.083333333334
C82114,2373.583333333333
C82116,3690.9999999999995
C82119,2128.333333333333
C82120,3537.4166666666665
C82121,14608.666666666666
C82122,5315.833333333333
C82123,3345.0
C82124,22405.333333333336
C82600,5602.166666666667
C82610,5589.5
C82611,5997.75
C82614,4054.5833333333335
C82620,1869.25
C82623,3439.916666666667
C82624,6730.666666666668
C82626,2237.6666666666665
C82627,4880.5
C82628,3434.0833333333335
C82631,6434.083333333333
C82634,3488.6666666666665
C82639,5898.25
C82642,8646.416666666666
C82643,12350.5
C82644,4005.5833333333335
C82649,4287.499999999999
C82650,4536.166666666667
C82651,3972.1666666666665
C82653,1437.25
C82656,2308.166666666667
C82657,1415.1666666666665
C82659,2724.083333333333
C82660,6403.916666666667
C82662,4220.916666666666
C82663,3873.166666666667
C82667,7182.333333333334
C82669,4047.0
C82670,1085.0
C82671,4784.166666666667
C82676,5415.166666666666
C82678,7682.416666666667
C82680,4640.0
C83001,10620.75
C83002,8354.083333333334
C83003,18085.0
C83004,11614.166666666666
C83005,7452.583333333334
C83006,3834.75
C83007,31646.833333333332
C83008,6159.916666666666
C83009,9598.416666666666
C83010,15955.083333333332
C83011,9942.416666666668
C83013,7717.666666666667
C83014,9980.0
C83015,8429.916666666666
C83016,2448.25
C83018,13054.833333333332
C83019,22156.333333333336
C83020,9056.166666666666
C83022,20313.666666666668
C83023,17930.416666666668
C83024,3423.25
C83025,10970.666666666666
C83026,23907.833333333332
C83027,9211.166666666668
C83028,8208.583333333334
C83029,5787.166666666667
C83030,4761.916666666667
C83031,11668.75
C83032,7694.916666666667
C83033,3453.0833333333335
C83035,12632.583333333334
C83036,6970.5
C83037,9322.583333333334
C83038,8270.25
C83039,5461.583333333333
C83040,15713.666666666668
C83041,7891.749999999999
C83042,5822.916666666666
C83043,10396.833333333332
C83044,10998.75
C83045,16275.833333333334
C83046,6032.583333333333
C83047,10182.0
C83048,14922.0
C83049,6663.916666666667
C83051,7403.0
C83052,3403.4166666666665
C83053,2335.0
C83054,11528.416666666666
C83055,5420.5
C83056,12909.416666666666
C83057,6468.083333333334
C83058,7162.833333333333
C83059,11930.916666666668
C83060,12273.416666666666
C83061,9710.666666666666
C83062,5680.416666666666
C83063,15983.249999999998
C83064,14040.916666666666
C83065,6762.916666666667
C83067,5899.916666666667
C83071,7327.916666666667
C83072,10484.75
C83073,6150.75
C83074,4032.5
C83075,7711.916666666667
C83078,8753.083333333334
C83079,4747.75
C83080,5797.666666666667
C83082,9728.5
C83083,8025.0
C83085,10813.25
C83605,2875.0
C83611,6361.583333333333
C83613,5282.5
C83614,3569.0
C83617,7427.0
C83626,7408.5
C83628,1488.5
C83631,3105.5
C83633,4433.333333333333
C83634,4014.916666666667
C83635,5809.0
C83637,6300.083333333333
C83641,4344.25
C83643,2257.083333333333
